iter	MultiClass	F1:use_weights=true;class=0	F1:use_weights=true;class=1	F1:use_weights=true;class=2	F1:use_weights=true;class=3	F1:use_weights=false;class=0	F1:use_weights=false;class=1	F1:use_weights=false;class=2	F1:use_weights=false;class=3
214	0.4452066999	0.6438207502	0.6616132292	0.9090244513	0.9979218262	0.6977383171	0.534447834	0.2458432304	0.5928449744
215	0.4445832493	0.644176422	0.6619099281	0.9093341975	0.9978988423	0.697841306	0.5348604606	0.2464835901	0.5888324873
216	0.4439704142	0.6443462482	0.6621625966	0.9100208869	0.9979130281	0.697762803	0.534833817	0.247038665	0.5898305085
217	0.4429933866	0.6449739588	0.6626259519	0.9110672855	0.9978616747	0.698263582	0.5351463415	0.2483728585	0.5838926174
218	0.4421743403	0.6456229379	0.6627107052	0.9115306697	0.9978731656	0.6986707566	0.5352095502	0.2491936089	0.5858585859
219	0.4416845288	0.6458917695	0.6628188491	0.9122278013	0.9979157222	0.6988405712	0.5351988973	0.2496622129	0.5888324873
220	0.4413438364	0.6459705425	0.6627665058	0.9124611402	0.9979582824	0.6990380545	0.5351878965	0.2502256997	0.5918367347
221	0.4407712237	0.6460543531	0.66299632	0.9128579477	0.997941401	0.6991191131	0.5353088226	0.2512084592	0.5918367347
222	0.4401849448	0.645995536	0.663607988	0.913380421	0.9979809111	0.6992709998	0.5354839496	0.2519875823	0.5928449744
223	0.4391622866	0.646237476	0.6642493023	0.9135828903	0.9980380242	0.699668763	0.5360040939	0.2531587761	0.6
224	0.4386348265	0.6461920771	0.6637821045	0.9134291005	0.998015035	0.6994571404	0.5357739133	0.2527163589	0.595890411
225	0.4376703125	0.6469127795	0.6641027698	0.9136540959	0.998051856	0.7002734133	0.536373057	0.2538955087	0.5979381443
226	0.4368174102	0.6465260702	0.6640213201	0.9131225137	0.9980491612	0.6999810355	0.5363102633	0.2538808595	0.5989672978
227	0.4360594631	0.6467625646	0.6648776858	0.9143767768	0.9981400566	0.7000320915	0.5368026482	0.2556136573	0.606271777
228	0.4354871514	0.6462481333	0.664836275	0.914782215	0.9981377194	0.6996126717	0.536521263	0.2557281255	0.6105263158
229	0.4347379025	0.6471537753	0.6654768975	0.9152858103	0.9981549655	0.7004753434	0.5371438304	0.2572511408	0.6137566138
230	0.434068076	0.6474339712	0.6669766249	0.9161330099	0.9981465214	0.7007365274	0.5378911283	0.2582396278	0.6137566138
231	0.4332289543	0.6476658858	0.6666565707	0.9158589494	0.9981806566	0.7009959027	0.537696144	0.2577798421	0.6170212766
232	0.4323898633	0.647564831	0.6675457579	0.9166193899	0.9981975461	0.700927357	0.538313757	0.2586153369	0.6170212766
233	0.4318233917	0.6476897773	0.6681691507	0.9173790593	0.9982519881	0.7007708071	0.5387212748	0.2597180026	0.6258992806
234	0.4313546583	0.6479541852	0.6688276268	0.9179909056	0.9982519881	0.7009786049	0.5390993966	0.2606860983	0.6258992806
235	0.4304313108	0.6480638699	0.6690477354	0.9179415782	0.9982151523	0.7009584385	0.5393517395	0.2612443191	0.623655914
236	0.4297566951	0.6483658474	0.6690395799	0.9185102172	0.9982182061	0.7014003805	0.5393386545	0.2628715604	0.6258992806
237	0.4292360417	0.6485830313	0.6692806112	0.9185408875	0.9981952086	0.7015651084	0.5395812611	0.262995977	0.6214285714
238	0.4283889323	0.6494800594	0.6698377422	0.9185279224	0.9982864888	0.7023812994	0.5403464506	0.2637745408	0.6327272727
239	0.4279841919	0.6495045614	0.6692978271	0.9189022616	0.9982749883	0.7026448399	0.5398832567	0.2649701789	0.6304347826
240	0.4273716914	0.6492932896	0.6700524324	0.9191487216	0.9983206336	0.7026267305	0.5404894138	0.2659319598	0.6361974406
241	0.4266608429	0.6498266129	0.6700234598	0.9194824427	0.9982834345	0.7029978306	0.5406742663	0.2669124719	0.6304347826
242	0.426033268	0.6497718209	0.6695322278	0.9191731538	0.9982749883	0.7033617786	0.5405057761	0.2674278363	0.6304347826
243	0.4253777034	0.6503081559	0.6702098332	0.9196389008	0.9983118285	0.7036263776	0.5411767561	0.2678255271	0.6327272727
244	0.4247838892	0.6506356159	0.6700153051	0.9190181819	0.9983317769	0.7038995614	0.5415003942	0.268249354	0.6350364964
245	0.424242371	0.650910403	0.6704324825	0.9193636942	0.9983632283	0.7041118409	0.5416949646	0.2686494787	0.6397058824
246	0.4237434588	0.6517543024	0.6717280853	0.9205922167	0.9983831788	0.7043829338	0.5426974872	0.2696793003	0.6420664207
247	0.4227944095	0.6526385917	0.6726762513	0.9221137235	0.998423082	0.7049702541	0.5429783109	0.2716471354	0.6468401487
248	0.4223314571	0.652842351	0.6728461934	0.9223588863	0.9984345859	0.7052922361	0.5433549826	0.2727718724	0.6492537313
249	0.421858659	0.6527337383	0.6730072407	0.9227615752	0.9984545392	0.705210128	0.543280472	0.2732034703	0.6516853933
250	0.4212891005	0.6529331452	0.6734839702	0.9233993599	0.9984491453	0.7054171724	0.543512227	0.2742650682	0.6541353383
251	0.4208233756	0.6532517171	0.6740605858	0.9239928654	0.9984548975	0.7056497627	0.5436709781	0.2747740345	0.6553672316
252	0.420088869	0.6540993663	0.6746789281	0.9243520876	0.9984833012	0.7064806003	0.5443488795	0.2759531276	0.6578449905
253	0.4196811582	0.6545664342	0.675164533	0.9246575174	0.9984948065	0.7068855317	0.5447851572	0.2769358178	0.660341556
254	0.4190868513	0.6546606236	0.6756804803	0.9251570707	0.9985005592	0.7069402579	0.5450363196	0.2776072347	0.6615969582
255	0.4186721817	0.6544196886	0.6753664948	0.9253384498	0.9985036148	0.7068622468	0.5447610283	0.2779762399	0.6641221374
256	0.4180633198	0.6548165949	0.6770868141	0.9261595656	0.9985293239	0.7069729596	0.5458966418	0.2786326208	0.6679462572
257	0.4171695555	0.6549021477	0.6769605905	0.9261281004	0.9984951648	0.7074181908	0.5460000968	0.2800234329	0.6641221374
258	0.4164199179	0.6550004052	0.6769030831	0.9255841156	0.9985208735	0.7078026229	0.5462711864	0.2797589151	0.6679462572
259	0.4156684229	0.6556921088	0.6774872221	0.9257792965	0.9985496393	0.7085022886	0.5470880252	0.2808847027	0.6744186047
260	0.41524069	0.6555199466	0.6771654991	0.9260836055	0.9985553927	0.7084463527	0.5467134729	0.2819279142	0.6757281553
261	0.4147082214	0.6557537303	0.6777805884	0.9256587743	0.9985753508	0.708817984	0.5475521767	0.2818281659	0.6783625731
262	0.4139827455	0.6561381187	0.6781960141	0.926302294	0.9985953097	0.7089222647	0.5478345028	0.28307327	0.6810176125
263	0.4132588894	0.6571026662	0.6791183538	0.9271813053	0.9985776901	0.7095604762	0.54866208	0.2851775956	0.6731141199
264	0.4125661172	0.657630848	0.6795001888	0.9280633722	0.9986318152	0.710237852	0.5488981882	0.2872861687	0.6796875
265	0.411961374	0.6580677064	0.6802148135	0.9285876934	0.9986264194	0.7106172446	0.5495206895	0.2888005531	0.6823529412
266	0.4115195843	0.6579392715	0.6800839684	0.9287388608	0.9986348716	0.7108224356	0.5492448518	0.2895261197	0.6823529412
267	0.4110491983	0.6583240286	0.6804547485	0.928984782	0.9986206652	0.7108400574	0.5496502314	0.2903057679	0.6810176125
268	0.4104652136	0.6581961173	0.6803729456	0.9291538545	0.9986548329	0.7107135096	0.5494614307	0.2910135841	0.6850393701
269	0.4100414053	0.6583600276	0.6806880002	0.9292799294	0.9986605874	0.7108774065	0.5497977175	0.2912164517	0.6863905325
270	0.4092588595	0.6584459991	0.680536924	0.929783638	0.9986774931	0.7110959876	0.549489044	0.2923332459	0.6863905325
271	0.408727993	0.6588899578	0.6806362032	0.9300585405	0.9986717384	0.7116613245	0.5497201842	0.2932304455	0.6850393701
272	0.4082109312	0.6596147469	0.681012532	0.9303216748	0.9986947579	0.7123640361	0.5501408417	0.2943402869	0.6904761905
273	0.4077491969	0.6598647949	0.6814879448	0.9306300855	0.9986859462	0.7125987953	0.5505928997	0.2952238015	0.6863905325
274	0.407380186	0.660142182	0.6817021065	0.9311736879	0.9986575309	0.7129173805	0.5507382972	0.2971387951	0.6836935167
275	0.4068496808	0.6600949162	0.682016566	0.9312324577	0.9986632855	0.7128190297	0.5510026576	0.2970859986	0.6850393701
276	0.4061050027	0.6603027307	0.6821516466	0.9313843966	0.9986460219	0.7129729378	0.5510778335	0.2978533892	0.6810176125
277	0.4052051194	0.6603690716	0.6834478183	0.9329298429	0.9986920596	0.7131157613	0.5517124817	0.2998299472	0.6918489066
278	0.4044846313	0.6610720572	0.6832188315	0.9326688329	0.9987204768	0.7138326386	0.5517949461	0.3003768168	0.6946107784
279	0.4040129417	0.6610384556	0.6840383209	0.9337072491	0.9987147216	0.7138471318	0.5520440707	0.3009961411	0.6932270916
280	0.4035152729	0.6614204388	0.6845246184	0.9338053855	0.9987373845	0.7142248446	0.552613451	0.3011042284	0.6946107784
281	0.4029312937	0.6616292001	0.6848714625	0.9343223186	0.998734686	0.7144043501	0.5528168589	0.3029810298	0.696
282	0.4025106204	0.6615498595	0.6839543377	0.933661884	0.9987803734	0.7144022701	0.5523146974	0.3028111724	0.703030303
283	0.4020735971	0.6617872778	0.6849526305	0.9343596657	0.9987976417	0.714549787	0.5530019554	0.3040087067	0.7073170732
284	0.4012389304	0.6616144723	0.6852533732	0.9349412301	0.9988230074	0.7144631202	0.5531884093	0.3057278366	0.7073170732
285	0.4006131508	0.6623548516	0.686281326	0.9353686154	0.9988318215	0.7150704907	0.5540514454	0.3062454346	0.7116564417
286	0.4002527757	0.6626488637	0.6865730017	0.9358411793	0.9988345205	0.7150603236	0.5542238406	0.3071291297	0.7102040816
287	0.3997298485	0.6627480122	0.6863983881	0.9358640807	0.9988375781	0.715299178	0.5541973864	0.3070448307	0.7131147541
288	0.3993317688	0.6633249556	0.686468316	0.9360253889	0.9988544898	0.7159097467	0.5543524185	0.308031207	0.7131147541
289	0.3989721544	0.6634975593	0.6866177525	0.9361916955	0.9988602466	0.7161072567	0.554634423	0.3094095941	0.7145790554
290	0.3987379775	0.6638995841	0.6873967544	0.9364220368	0.9988260649	0.7163322129	0.5553089874	0.3101535047	0.7102040816
291	0.3984390829	0.6637625626	0.6868245616	0.9363307764	0.9988602466	0.7163634528	0.5548542811	0.3099528694	0.7145790554
292	0.3982120332	0.6637147302	0.6870095619	0.9367428314	0.9988602466	0.7163509723	0.5548274988	0.3104820057	0.7145790554
293	0.3976620048	0.6635485469	0.6868867132	0.9366696594	0.9988203084	0.7160858934	0.5546996492	0.3113338903	0.7087576375
294	0.3970399203	0.6638186219	0.6881329407	0.9367069519	0.9988203084	0.7163470557	0.5558165589	0.3119880864	0.7087576375
295	0.3962958581	0.6637894582	0.6886593648	0.9375174967	0.9988487329	0.7163787196	0.5561707147	0.3146236155	0.7116564417
296	0.3958595783	0.6635750542	0.6881481224	0.9375938101	0.9988802169	0.7163481647	0.555728132	0.3149192033	0.7175257732
297	0.3951959163	0.6645079369	0.6886302055	0.9377877059	0.9988802169	0.7171916673	0.5562647526	0.3161369424	0.7175257732
298	0.394748666	0.6643548233	0.6884363612	0.9382729923	0.9988203084	0.7169403319	0.5560653685	0.3166540785	0.7087576375
299	0.3944420477	0.6645250728	0.6886356055	0.9384148487	0.9988744598	0.7171415805	0.5562875622	0.3171031483	0.7160493827
300	0.3941605359	0.6643762648	0.6884417517	0.9383465666	0.9988544898	0.717005881	0.5560881609	0.316893424	0.7131147541
301	0.3937288466	0.6643325373	0.688644726	0.9386182583	0.9988487329	0.7172448575	0.556104259	0.318035274	0.7116564417
302	0.3931757432	0.6644502376	0.6884939593	0.9387099651	0.9988203084	0.7174966692	0.5560872133	0.318246513	0.7087576375
303	0.3926357474	0.6643506838	0.6889347505	0.9389483544	0.9988318215	0.7173440134	0.5564161557	0.3187606919	0.7116564417
304	0.3923937864	0.6646515267	0.6889597229	0.9390970497	0.9988517906	0.7176621394	0.5564563733	0.3196112064	0.7145790554
305	0.3917449503	0.6652602448	0.6896434643	0.9393876118	0.9989001881	0.7181757963	0.5571065531	0.3208341305	0.7204968944
306	0.3910829929	0.6651992786	0.6900681507	0.9398090024	0.9989059455	0.7180816591	0.5573821788	0.3221902017	0.7219917012
307	0.3907093487	0.6653595316	0.6901563298	0.9401507398	0.9988886734	0.7182477968	0.5573975602	0.3237764263	0.7175257732
308	0.3901914458	0.6657143328	0.6906605927	0.9402828465	0.9988602466	0.71848561	0.557858148	0.324277289	0.7145790554
309	0.3896383593	0.6662672006	0.6908284484	0.9403467485	0.9989228595	0.719108239	0.558184882	0.3246539541	0.7219917012
310	0.3888101016	0.667503361	0.6923562774	0.9414978345	0.9989712638	0.7199741017	0.5595929708	0.3279906177	0.7280334728
311	0.3881844145	0.6673459568	0.6917931024	0.9411526465	0.9989739636	0.7198296329	0.5590644963	0.3270955166	0.7265135699
312	0.3876876526	0.6675148224	0.6922978552	0.9416465845	0.9989628059	0.7200046039	0.5594987553	0.3286973555	0.7280334728
313	0.3873164154	0.6675646122	0.6922019519	0.9420811015	0.9989885387	0.7202237577	0.5594284477	0.3303799961	0.7326315789
314	0.3868261211	0.6674326417	0.6919419296	0.9423380964	0.9990284903	0.7202668028	0.559206015	0.3313258959	0.7388535032
315	0.3863943295	0.6676192668	0.6922700146	0.9425377411	0.9990227315	0.720354822	0.5594257614	0.3323101297	0.7372881356
316	0.3858187325	0.6686375047	0.6927816095	0.9426642497	0.9990715042	0.7212857985	0.5600259806	0.3333333333	0.7483870968
317	0.3856251411	0.6687992297	0.6929358847	0.9427677264	0.9990772636	0.7214471472	0.5601905312	0.3337311058	0.75
318	0.3852377139	0.6692796402	0.6933337675	0.9427670599	0.9990630447	0.7219138041	0.5607202176	0.333532101	0.7483870968
319	0.3849515561	0.6692298138	0.6933628475	0.9430983728	0.9990776224	0.7219553526	0.5607249446	0.3346629438	0.7548806941
320	0.3845503659	0.669947905	0.6943053494	0.9431820364	0.9990603444	0.7225687889	0.561782872	0.3345962114	0.75
321	0.3840929005	0.6697345026	0.6938996762	0.9433077172	0.9990972426	0.7224782166	0.5613667558	0.3353317346	0.7532467532
322	0.3836509609	0.6696280247	0.6938258665	0.9432148316	0.9991030023	0.7223430602	0.5612615866	0.3349970054	0.7548806941
323	0.3830045807	0.6698820933	0.6942449866	0.9435045933	0.9991314429	0.7225627701	0.5616289985	0.3361714915	0.7581699346
324	0.3826813868	0.6704073507	0.6949610272	0.9436268458	0.9991514241	0.7229451834	0.5623217702	0.3366435951	0.761487965
325	0.3822836912	0.6705744838	0.6955436002	0.9438474829	0.9991399037	0.7229688981	0.5627712915	0.3374899437	0.7581699346
326	0.3816500034	0.6707286492	0.6950420957	0.944004855	0.9991229823	0.7233712847	0.562466901	0.3382382584	0.7581699346
327	0.3811973366	0.6708486348	0.6950413558	0.9442493167	0.9991202817	0.7236074955	0.5625361202	0.3390926543	0.7598253275
328	0.3808243395	0.6711352757	0.6954982636	0.9444841697	0.9991460226	0.7237924481	0.5628948603	0.3401926001	0.7648351648
329	0.3802726226	0.6713556336	0.6960400886	0.9447324024	0.9991544836	0.7238712824	0.5632928897	0.3413344182	0.7648351648
330	0.3797842155	0.671265341	0.695754173	0.9449172748	0.9991602439	0.7238587054	0.5629711565	0.3423791063	0.7665198238
331	0.3793624907	0.6716891369	0.6961903407	0.9450219164	0.9991544836	0.7241730499	0.5633812976	0.3430089943	0.7648351648
332	0.3788814435	0.6721374914	0.6960395617	0.9452897585	0.9991633035	0.7247681436	0.563362323	0.3444524274	0.7699115044
333	0.3784402373	0.6721309042	0.6961742475	0.9456423982	0.9991490821	0.7248298101	0.5633497774	0.3447284673	0.7682119205
334	0.3780861975	0.6725345644	0.6968369029	0.9458366035	0.9991575432	0.7251544117	0.5640137159	0.3453311394	0.7682119205
335	0.3778152414	0.6724926672	0.6967979051	0.9460724418	0.9991548424	0.7251047974	0.5638663749	0.3465785943	0.7699115044
336	0.3774850605	0.6728542203	0.6967142586	0.9461675126	0.9991633035	0.7255041009	0.5638434797	0.3474751656	0.7699115044
337	0.3772719187	0.6729248157	0.6967797731	0.9460845517	0.9991633035	0.7255522764	0.5639353729	0.3470801034	0.7699115044
338	0.3768355255	0.6730596738	0.697158984	0.946207736	0.999169064	0.7255610008	0.564197516	0.3476910333	0.7716186253
339	0.3763773388	0.6732694765	0.6977217036	0.9463913979	0.9991575432	0.725684642	0.5647146497	0.348231878	0.7682119205
340	0.3760969939	0.6735121627	0.6980823231	0.9466239784	0.9991775254	0.7258984353	0.5650454868	0.3492096506	0.7716186253
341	0.375627949	0.673705407	0.6979417925	0.9467713992	0.9991975084	0.726223298	0.5650145492	0.3499374739	0.7750556793
342	0.3753169457	0.6739061114	0.6983830709	0.9469444917	0.9992032692	0.7263873971	0.5654479218	0.3504121883	0.7767857143
343	0.3750532775	0.6738713522	0.698467115	0.9469635394	0.9991948074	0.7262765096	0.5654436419	0.3505951138	0.7767857143
344	0.3745583719	0.6740296125	0.6990643357	0.9472984596	0.9991890466	0.7264902796	0.5661016949	0.3512552301	0.7750556793
345	0.374245412	0.6746159704	0.6997681064	0.9474234828	0.9992320744	0.7270098074	0.5668766833	0.3515126138	0.7855530474
346	0.3738009909	0.6747965589	0.700111184	0.9477019871	0.9992720455	0.7271842297	0.567179968	0.3526570048	0.7927107062
347	0.3735356605	0.6751497031	0.7004576061	0.9477614209	0.9992720455	0.7274497173	0.5675168882	0.3530648723	0.7927107062
348	0.3730836764	0.6751766428	0.7004453885	0.9480531354	0.9992862705	0.7276213644	0.5675672426	0.3541446952	0.7945205479
349	0.3726141	0.6746218117	0.7002952452	0.9482375146	0.9992662839	0.7270970512	0.5672678338	0.3547058202	0.7909090909
350	0.3722728693	0.6753364711	0.7009804827	0.94857992	0.9992920323	0.727661767	0.5678736564	0.3567027831	0.7963386728
351	0.3719298547	0.6753149301	0.7010160473	0.9486286372	0.9992920323	0.7276019524	0.5678472806	0.3570441255	0.7963386728
352	0.371432713	0.6754528594	0.7011754455	0.9494262699	0.9992920323	0.7279697323	0.5680355427	0.3603777635	0.7963386728
353	0.3710298373	0.6752566905	0.7012452789	0.9493300274	0.9993062578	0.7276292157	0.567938858	0.3601458601	0.7981651376
354	0.3707351114	0.6754183246	0.7013204231	0.9495369355	0.9993089594	0.7278840032	0.5680885283	0.3609976349	0.7963386728
355	0.3704744126	0.6758027787	0.7013727465	0.949421523	0.9993089594	0.7282881517	0.5682852716	0.3605712445	0.7963386728
356	0.3699977281	0.6760926632	0.7018298028	0.949381026	0.9993147215	0.72844433	0.5687181027	0.3603390922	0.7981651376
357	0.3699143864	0.6761748185	0.7019644523	0.949343412	0.9993147215	0.7284730318	0.5688384045	0.36018449	0.7981651376
358	0.3697449524	0.6762004039	0.7020511014	0.9494664331	0.9992947338	0.7285495659	0.5689648961	0.3604938272	0.7945205479
359	0.3695118358	0.676245125	0.7020472249	0.9496562712	0.9993204837	0.7285457835	0.5688326652	0.3618534483	0.8
360	0.369122727	0.6763261056	0.7018981614	0.9497354476	0.9993147215	0.7286483549	0.568674988	0.362595832	0.7981651376
361	0.3685278233	0.6766584602	0.7021602011	0.9498624672	0.99933471	0.7289484409	0.5689458587	0.3633412681	0.801843318
362	0.3680949722	0.6768041016	0.7024511824	0.9501924786	0.9993262459	0.7291805153	0.5692917167	0.36440586	0.801843318
363	0.3677530824	0.6772019465	0.7032406231	0.9504639543	0.9993235443	0.7294418711	0.5700125997	0.3653971708	0.8036951501
364	0.3674424187	0.6776373318	0.7034871909	0.9505658624	0.999317782	0.7299487018	0.5704266792	0.3656757051	0.801843318
365	0.3672426811	0.6778184797	0.7036795856	0.9506365282	0.9993692855	0.7300734475	0.5705710032	0.3661941112	0.8130841121
366	0.3669819474	0.6779160657	0.703816635	0.9507449267	0.9993635227	0.7301242524	0.5706535438	0.3668742489	0.8111888112
367	0.3666403926	0.6783428827	0.7043591363	0.9506771324	0.9993665836	0.7304089347	0.5712125213	0.3664338717	0.8149882904
368	0.3663348235	0.6785139444	0.7041336566	0.9508661	0.9993408313	0.7307615402	0.5711402866	0.3673558692	0.8093023256
369	0.3661282711	0.6782901699	0.7040514938	0.9509118244	0.9993408313	0.7305426002	0.5709928431	0.3675166904	0.8093023256
370	0.3657206617	0.6783263704	0.7043554517	0.9511126252	0.9993323672	0.7306239333	0.5713324926	0.3678790535	0.8093023256
371	0.3655280279	0.6782586031	0.7043470035	0.9510719838	0.9993208426	0.7305475607	0.5713187697	0.3676373987	0.8055555556
372	0.3650079496	0.6788902276	0.7050935699	0.9512578782	0.9993638817	0.7310817565	0.5720977156	0.3683633172	0.8169014085
373	0.364562684	0.6789839205	0.7049142434	0.9514259735	0.9993523564	0.7312790424	0.5719743386	0.3693763062	0.8130841121
374	0.364217463	0.6793737538	0.7053478431	0.9516363506	0.9993981002	0.7316697232	0.572455061	0.3702315325	0.8226950355
375	0.3637171442	0.6791320601	0.7052046164	0.9519587304	0.9993838721	0.7314573625	0.5721661864	0.3719951257	0.820754717
376	0.3633284017	0.6791357396	0.7051087965	0.9522457023	0.9993781092	0.7315677573	0.5720804563	0.3734430605	0.8188235294
377	0.3631230931	0.6794938804	0.7057451745	0.9524946431	0.9993408313	0.7318002469	0.5726529583	0.3746095493	0.8093023256
378	0.3627661533	0.6796903245	0.7057573966	0.9524731534	0.999358119	0.7320159795	0.5727288009	0.3745677635	0.8149882904
379	0.3624918864	0.6800518633	0.7066289186	0.9528454312	0.9993638817	0.7322894746	0.5735583617	0.3758254057	0.8169014085
380	0.3622147862	0.6798006089	0.7066040079	0.9529510923	0.9993408313	0.7320233457	0.5734339568	0.3763308304	0.8093023256
381	0.3618157614	0.6799341862	0.7064604088	0.9527489653	0.9993381296	0.7321552149	0.5734921835	0.3766977214	0.8111888112
382	0.3613797876	0.6802775885	0.7068627771	0.9533772159	0.9993696444	0.7325731482	0.5737429497	0.3785794814	0.8188235294
383	0.3608692778	0.6805230035	0.706748054	0.9535905011	0.9993723464	0.7328709017	0.5736402477	0.3802513872	0.8169014085
384	0.3605737416	0.6808573771	0.7070494546	0.9536040061	0.9993926961	0.7331413418	0.5739627216	0.3802944507	0.8266033254
385	0.3603067194	0.6806397594	0.7068500781	0.9536229819	0.9994099856	0.7329602566	0.5737222949	0.3803806072	0.8325358852
386	0.3600706467	0.6804023374	0.7072582777	0.9538117591	0.9994042223	0.7326268044	0.5739670511	0.3808551662	0.830548926
387	0.3597568323	0.6808749951	0.7079918536	0.9540871924	0.9993869331	0.7330904528	0.5747972941	0.3816342766	0.8246445498
388	0.3593602497	0.6814085118	0.7082843905	0.954253721	0.9994011613	0.7336169849	0.5751616735	0.3827653026	0.8266033254
389	0.3590415577	0.6814298812	0.7081105005	0.9542164021	0.9994126877	0.7336516534	0.5749904012	0.3828525824	0.830548926
390	0.3586408543	0.6816242814	0.7083373875	0.9543494195	0.9994326801	0.7338463731	0.5752339813	0.3834646568	0.8345323741
391	0.3583709218	0.6817300764	0.7081315553	0.9543062736	0.9994469096	0.7340437657	0.5751365628	0.3833770978	0.8365384615
392	0.3582924604	0.6815595325	0.7081337599	0.9544283565	0.9994469096	0.7338799877	0.5750702095	0.3839030525	0.8365384615
393	0.3580628022	0.681669025	0.7081591943	0.9544232181	0.9994469096	0.7339806379	0.5751116232	0.3839908519	0.8365384615
394	0.3578317645	0.6819325395	0.7087783822	0.9546613096	0.9994811339	0.7342028222	0.5757284816	0.3847387718	0.8426150121
395	0.3574691895	0.6812402411	0.7085854216	0.9546938634	0.9994838364	0.7334492787	0.5752886033	0.3848710602	0.8405797101
396	0.3572572996	0.6818292433	0.7089350293	0.9548660886	0.9994638419	0.7340016958	0.575704162	0.3860657622	0.8365384615
397	0.3568954024	0.6822616261	0.7096400887	0.9547951341	0.999449612	0.7342095135	0.5763638325	0.3856224162	0.8345323741
398	0.3566008692	0.6826469315	0.7096807252	0.9547738821	0.9994553757	0.7346267019	0.5765277361	0.3857110039	0.8365384615
399	0.3563951315	0.6825294906	0.7094669706	0.9548035308	0.9994611395	0.7346060692	0.5763610625	0.385755313	0.8385542169
400	0.3559221734	0.6828767928	0.7096809154	0.9550274026	0.9994611395	0.7349461944	0.5765839262	0.3871786003	0.8385542169
401	0.3557214339	0.6833459435	0.7103979431	0.9552323387	0.9994696059	0.7352105252	0.5771799206	0.3885225038	0.8385542169
402	0.3555204729	0.6834337074	0.7107802697	0.9553055901	0.9994638419	0.7351876657	0.5774821739	0.3887924048	0.8365384615
403	0.3553229619	0.6828736541	0.7105746259	0.9553942989	0.9994838364	0.7347034762	0.5771889263	0.3887924048	0.8405797101
404	0.3549260182	0.6830934089	0.7107016273	0.9556998287	0.9995122987	0.7349936598	0.5773400903	0.3905105245	0.8446601942
405	0.3545654317	0.6833513805	0.7109327796	0.9557753861	0.9995180632	0.7352918136	0.5776749649	0.3906013726	0.8467153285
406	0.3543215516	0.6837858241	0.7110731912	0.9558549015	0.9995380598	0.7357660492	0.5779318119	0.3911929171	0.8508557457
407	0.3539330332	0.6837598947	0.7108933109	0.9559564187	0.9995295923	0.7357833821	0.5777362065	0.3919691841	0.8508557457
408	0.3536759799	0.6835064834	0.7105377569	0.9559516062	0.9995265305	0.7355907832	0.5773519749	0.3921980846	0.8467153285
409	0.3534858297	0.6834555855	0.7107235822	0.9561882248	0.9995380598	0.7355570741	0.5774874131	0.3931623932	0.8508557457
410	0.3530356568	0.6837474003	0.7111506231	0.9562645447	0.9995265305	0.7357578605	0.5779045656	0.3935309973	0.8467153285
411	0.3526294068	0.6842235427	0.7114702006	0.95645058	0.9995238277	0.7362121234	0.5782722325	0.3946873531	0.8487804878
412	0.3522603279	0.6844282998	0.7121423564	0.9566936373	0.9995638222	0.7362344014	0.5787689691	0.395990566	0.8571428571
413	0.3519163532	0.6847565207	0.7126758675	0.9569831283	0.9995522923	0.7364914404	0.5792631087	0.3974905303	0.8529411765
414	0.3513933176	0.6847192464	0.7127862843	0.9574809376	0.9995495894	0.7365034627	0.5792623088	0.400238379	0.855036855
415	0.3509434925	0.6848062861	0.7127981527	0.95738461	0.9995638222	0.736637609	0.5793790486	0.3994765644	0.8571428571
416	0.3506448904	0.6851256822	0.7131590908	0.9575541908	0.9995780554	0.7369297322	0.5797590823	0.4003815429	0.8592592593
417	0.3504786693	0.6851032273	0.713318082	0.957763325	0.9995953513	0.7370075828	0.5799767645	0.4008594962	0.8656716418
418	0.3500802	0.686045837	0.7142144266	0.9579437362	0.9996038199	0.7378614546	0.5810224576	0.4017226941	0.8656716418
419	0.3498246651	0.6860721022	0.7140870656	0.9579038841	0.9996038199	0.7378443335	0.5808422692	0.4020112534	0.8656716418
420	0.3495609725	0.6859437334	0.7136930148	0.9580168788	0.9996095854	0.737838126	0.5804634889	0.4029277658	0.8678304239
421	0.3492500421	0.686251042	0.7137407317	0.9582065303	0.9995865238	0.7382124914	0.5805972117	0.4042373902	0.8592592593
422	0.3488517785	0.6873732902	0.7146055528	0.9584359684	0.9995922891	0.7391251838	0.5814803716	0.4063407551	0.8613861386
423	0.3484919275	0.6874952808	0.7145127529	0.9586836611	0.9995980545	0.7393144789	0.5813844771	0.4081186193	0.8635235732
424	0.3481848504	0.687587614	0.7144195264	0.9586040186	0.9996038199	0.7394604728	0.5813855877	0.4076232095	0.8656716418
425	0.3479526593	0.6877904604	0.7144437176	0.9586290663	0.9996038199	0.7396826524	0.5814670425	0.407920311	0.8656716418
426	0.3476065861	0.6886282674	0.7149006589	0.9586843498	0.9996353515	0.7405100115	0.5821167883	0.4084164437	0.8743718593
427	0.3473932809	0.688678569	0.7147253265	0.9587731611	0.9996211167	0.740587288	0.5819277542	0.4093624284	0.8721804511
428	0.3471063035	0.6888714372	0.7149977921	0.9589620785	0.9996011167	0.7407801494	0.5822198211	0.4102626756	0.8678304239
429	0.3468833882	0.6889144439	0.7152520169	0.9590248377	0.9996011167	0.7407612359	0.5824261555	0.4104632685	0.8678304239
