iter	MultiClass	F1:use_weights=true;class=0	F1:use_weights=true;class=1	F1:use_weights=true;class=2	F1:use_weights=true;class=3	F1:use_weights=false;class=0	F1:use_weights=false;class=1	F1:use_weights=false;class=2	F1:use_weights=false;class=3
14	0.9839400284	0.50872395	0.4147048081	0.4853290291	0.8164201488	0.6022787389	0.3878008761	0.06034839535	0.02470632815
15	0.9640171106	0.5144953696	0.4183447288	0.5014354708	0.836102867	0.6040679196	0.3908908759	0.06263694749	0.02628058856
16	0.9494990099	0.5154564036	0.4251762547	0.5151192817	0.8437997227	0.604987869	0.3947669665	0.06436525612	0.02837364328
17	0.9339557311	0.5157255051	0.4290981969	0.5308334886	0.8673644232	0.6055300338	0.3969053935	0.06547333456	0.03111353712
18	0.9133566161	0.5193299207	0.4354550145	0.5453688961	0.8751898519	0.6095988202	0.4013528417	0.06806224937	0.03335295272
19	0.9000975995	0.5209304414	0.4400735022	0.5535186964	0.882716172	0.6111163315	0.4050336895	0.0695171397	0.03541297781
20	0.8909842027	0.5228427654	0.4413862567	0.5577542551	0.8869352769	0.612921875	0.4061098491	0.07055157832	0.03688035579
21	0.8789711778	0.5254006639	0.4473892589	0.5607840683	0.8952703652	0.6133456354	0.411095203	0.07092884787	0.0384658392
22	0.8686518149	0.5271182407	0.4476618327	0.5677247203	0.899084068	0.6146273624	0.4125494499	0.07170785688	0.04028743079
23	0.8565659787	0.5280292351	0.4550506204	0.5714792287	0.9087885127	0.6147139475	0.4157192501	0.07277597946	0.04298670642
24	0.8480897413	0.5290285603	0.456263572	0.5739512822	0.9162114862	0.6155540111	0.4173526647	0.07291937944	0.04517133956
25	0.8413917827	0.5294566029	0.4603506318	0.5780621126	0.9205178634	0.617016964	0.4200585111	0.07363013699	0.04764512596
26	0.8321191281	0.5306595546	0.4614920197	0.5791377905	0.9225724755	0.6184403127	0.4206281593	0.0736810863	0.04945992041
27	0.8254571014	0.5307065482	0.4614240814	0.5831752485	0.9242506399	0.6176589712	0.4200663397	0.07433208582	0.0501947209
28	0.8182657508	0.5320604806	0.463421111	0.5858870379	0.9263470492	0.618710967	0.4218951424	0.07472966968	0.0520802155
29	0.8119558422	0.5333450461	0.4654741914	0.5888184426	0.9284959158	0.619266376	0.4234696756	0.07555886736	0.05382830626
30	0.8066107673	0.5342641913	0.4691708465	0.5935380912	0.9306723092	0.619104315	0.4258415467	0.07669263032	0.05508072175
31	0.7968687218	0.5375634391	0.4721068129	0.6016257198	0.9348134235	0.620242726	0.4281587138	0.07831800263	0.05773059058
32	0.7902365496	0.5388846318	0.477476666	0.6098331947	0.9372962292	0.6228200213	0.4305907232	0.08049865075	0.05977327379
33	0.7825036624	0.5410154632	0.4775744634	0.615535474	0.9410689045	0.6238463863	0.4305461012	0.0816155777	0.06297502714
34	0.7795521422	0.5414324454	0.4807450233	0.6207142495	0.9420988239	0.6245450462	0.4322293541	0.08296307645	0.06351524001
35	0.7711855365	0.5441742323	0.4851433555	0.6284932544	0.944308065	0.6262795199	0.4334778814	0.08393358101	0.06761220128
36	0.7661144852	0.5437651199	0.4876016741	0.6286935299	0.9462187947	0.6272808137	0.4347261372	0.08423778514	0.07047387606
37	0.7580006852	0.5456295267	0.4892488279	0.6359852628	0.9485226354	0.62854319	0.4350641299	0.08625399146	0.07303252886
38	0.7505166336	0.5464761197	0.4887971465	0.6355492938	0.9523898794	0.6283944993	0.4363127265	0.08615645211	0.07714475726
39	0.7464358691	0.5465001889	0.4928435751	0.639496843	0.9540076467	0.6290452075	0.4384542833	0.08739182739	0.07923497268
40	0.7435013208	0.54905893	0.4914471524	0.6404877397	0.9551376117	0.6317344309	0.4382765146	0.08780677834	0.08136544307
41	0.7389725057	0.5510951824	0.4925794612	0.6443380922	0.957204879	0.632101311	0.4398838229	0.08846872082	0.08321377331
42	0.7360131819	0.5520115108	0.4961434976	0.6548418675	0.9585374399	0.6320152571	0.4409696572	0.09076706765	0.08458920758
43	0.7326425774	0.5526509694	0.4969760036	0.6520949811	0.9592498827	0.6327846924	0.4426034857	0.09054855303	0.08620262571
44	0.7270539622	0.5529058647	0.498940587	0.6592555601	0.9621184048	0.6339233582	0.4417652039	0.09181558675	0.08971384377
45	0.7220776995	0.5524190042	0.5003356875	0.6618044924	0.9638503297	0.6322936232	0.4422131036	0.09232332708	0.09245483528
46	0.7185359891	0.5551440969	0.5028801055	0.6698389743	0.9645344548	0.6344002641	0.4433704102	0.09422110553	0.09451385117
47	0.7152305338	0.5564504541	0.5043913271	0.6719296521	0.964906154	0.6353791167	0.4444958057	0.0950312031	0.09663982227
48	0.7112945477	0.5588019105	0.5060604898	0.6759830311	0.9666496596	0.635955866	0.4464038634	0.09611800627	0.0995423341
49	0.7059092997	0.557183834	0.5099899195	0.6799281308	0.9685606678	0.6348635693	0.4474028514	0.09711515537	0.1031722502
50	0.700733381	0.5593984534	0.5122069459	0.6860590123	0.9712932944	0.6359338061	0.4489784946	0.09906549553	0.1075069509
51	0.6977110283	0.5592960748	0.5151141741	0.689977508	0.9715250483	0.6352863423	0.4499021894	0.1000763635	0.1082426128
52	0.6932496565	0.5613067668	0.5169025096	0.6949822634	0.9722008389	0.6363029517	0.4509982337	0.1017100251	0.1117892708
53	0.6903757841	0.5612726739	0.5164421791	0.6944541156	0.9733777811	0.6370597478	0.450727996	0.1015713591	0.1144736842
54	0.6883953116	0.561848778	0.5182715709	0.6972359195	0.9735505121	0.637378466	0.4515620196	0.1025703695	0.1168177241
55	0.6862034288	0.5623792949	0.5194186801	0.6997700021	0.974608266	0.6377930443	0.4523243705	0.103449687	0.1181262729
56	0.6842274787	0.5636000914	0.5191410398	0.7023212725	0.9745361216	0.6374984683	0.4519010292	0.1042136791	0.120290356
57	0.6812305232	0.5654633837	0.5188183306	0.7016960139	0.9754798209	0.638662279	0.4529005783	0.1043227666	0.1225352113
58	0.678498594	0.5671614164	0.5209654222	0.7051378148	0.9759326698	0.6399119219	0.4542550643	0.1055378371	0.125
59	0.6767170367	0.5677206878	0.5219261883	0.706694021	0.9760939627	0.6403118551	0.4547521843	0.1061292333	0.1259956553
60	0.6737598653	0.5673082729	0.524572629	0.7105285909	0.9775094995	0.6398635366	0.4559159191	0.1070314774	0.1280353201
61	0.6711658947	0.5689022587	0.5263622284	0.712419795	0.9777919403	0.6408111185	0.4576563204	0.1079157771	0.1323193916
62	0.6670215989	0.5692746611	0.5286610726	0.7183616956	0.9780395638	0.641430186	0.4571633124	0.1093390263	0.1343110768
63	0.6649176899	0.5702351923	0.5305814818	0.7205350621	0.9791165845	0.6425001717	0.4586366645	0.1103709949	0.1380404601
64	0.6627262104	0.5707485123	0.5288052443	0.7165108464	0.979783114	0.6429502871	0.4590667267	0.1095346677	0.1404925313
65	0.6596117379	0.5702850816	0.5320538328	0.7168038785	0.9804541886	0.6421470566	0.4620839649	0.1097736713	0.1435051546
66	0.6581364381	0.570632752	0.5332782618	0.7188452315	0.9806440319	0.6424710661	0.4623753639	0.1104456055	0.1447587354
67	0.6554830935	0.5727568459	0.53412536	0.7202404853	0.9805318298	0.6439509487	0.4634210596	0.1111775254	0.1458507963
68	0.6530876887	0.5705016853	0.5357106783	0.7200137861	0.9808323834	0.6410805847	0.4638882714	0.1113967438	0.1466498104
69	0.6492958098	0.5736259488	0.5381731319	0.7260541517	0.981763449	0.6447510864	0.4651731804	0.112723071	0.1514360313
70	0.6464161682	0.575200505	0.5391491963	0.7300631651	0.9821468339	0.6448972125	0.4656233561	0.1136791645	0.1541869739
71	0.6440608643	0.5767122694	0.5415745203	0.7365415833	0.9829119266	0.6457608141	0.4662476661	0.1155051741	0.1564748201
72	0.6411389838	0.5757521112	0.5448697801	0.7374576941	0.9830889362	0.6458669754	0.4679962712	0.11589461	0.1597062873
73	0.6384972738	0.5762656954	0.5456394659	0.7390889747	0.9835973981	0.6459066332	0.4687717091	0.1167251158	0.1615598886
74	0.6352260856	0.5782135127	0.5465927528	0.742178058	0.9844949222	0.6470149594	0.4693559579	0.1179697022	0.1670667307
75	0.6323194186	0.5778889932	0.5490912117	0.745685401	0.985296571	0.64762904	0.4698793606	0.1195208635	0.1718518519
76	0.6284424061	0.5791406059	0.5519412881	0.7520022495	0.9857873162	0.6478931016	0.4712960184	0.1216084843	0.17773238
77	0.6262867044	0.5790719995	0.5520475801	0.7522230043	0.9856900728	0.6479174894	0.4714675154	0.1219458117	0.1768292683
78	0.6242152492	0.5793993876	0.5529222218	0.7541941265	0.9859268176	0.6483039266	0.4714311769	0.1229219593	0.1794739556
79	0.6217502635	0.5806575898	0.5547348179	0.757476954	0.9864504796	0.6490952544	0.4723021442	0.1240608229	0.1853035144
80	0.6191219346	0.5821878504	0.556537852	0.7597300363	0.9866231683	0.649555011	0.4739189804	0.1248486479	0.187197418
81	0.616954829	0.5824935987	0.5573255791	0.760678628	0.9869376396	0.6511081822	0.4738579076	0.1262021412	0.1903719912
82	0.6148688862	0.5819456032	0.5581175494	0.7599523621	0.9869848894	0.6513111537	0.4739914386	0.1264289293	0.1907894737
83	0.612990851	0.5831444308	0.5590563059	0.7625415322	0.9871498565	0.6516118276	0.4741853987	0.1273681808	0.1931187569
84	0.6115243363	0.5823331194	0.5605215382	0.7633161842	0.9873009926	0.651504591	0.4749847902	0.1278409091	0.195395845
85	0.6092914835	0.5846297071	0.560661089	0.7648246903	0.9876811487	0.6528276175	0.4752611076	0.1285668336	0.2006920415
86	0.6066143133	0.5855124211	0.5633459061	0.7710599668	0.9875335859	0.6521060606	0.4762261519	0.1304748732	0.1991986262
87	0.6043976594	0.5871206697	0.5641157818	0.7744060036	0.9880082614	0.6540810157	0.4761682546	0.1313727298	0.2053097345
88	0.6030637149	0.588747946	0.5643109639	0.7760364142	0.988016184	0.6545679833	0.4767246069	0.1322589608	0.2049469965
89	0.6006611453	0.5897506942	0.5659339629	0.7771768633	0.9880416877	0.6551815291	0.4781529552	0.1332835542	0.2087582484
90	0.5982775252	0.5897418457	0.5672102714	0.7777909348	0.9878579228	0.6556711303	0.478893628	0.1337767577	0.210018105
91	0.5960209021	0.5903623997	0.5693522044	0.7809491769	0.9879469713	0.6558572431	0.4799092175	0.1354171585	0.2109090909
92	0.5951539005	0.5899926451	0.5689031949	0.7799677177	0.9887128457	0.6559037527	0.4799814619	0.1356624104	0.2152133581
93	0.5933081938	0.5889070221	0.5705129098	0.7799697634	0.988736111	0.6561316127	0.4805009451	0.1361381416	0.2165525825
94	0.5905070033	0.5913298244	0.5728207037	0.7835704186	0.9892858873	0.6568047337	0.4822656811	0.1376203939	0.2229340167
95	0.5886027838	0.5917754151	0.5745455971	0.7868587041	0.9894011383	0.6572540501	0.4828470664	0.139111154	0.2252427184
96	0.5867769895	0.5916096351	0.5746522301	0.7873061467	0.9897615451	0.6571284194	0.4825799833	0.1391764989	0.2297029703
97	0.585483869	0.5922092245	0.5749661356	0.7880522019	0.990073069	0.6574850931	0.4830634416	0.1398702933	0.2352941176
98	0.5836268578	0.5936891723	0.577003669	0.7919230355	0.9900854382	0.6580429227	0.4838325805	0.1414131597	0.2370572207
99	0.5825365225	0.5942104537	0.5789870619	0.7941204096	0.9901895606	0.6585272107	0.4847918719	0.142092978	0.2393397524
100	0.5808063531	0.59382144	0.5787801671	0.7954669123	0.9902031757	0.6581607291	0.4846522106	0.1426899444	0.239010989
101	0.5780746763	0.5937858383	0.5819894993	0.7979017169	0.9902291449	0.6582623766	0.4859385971	0.1440133418	0.2447257384
102	0.5757260406	0.5942293905	0.5848721619	0.8009888381	0.9907786523	0.6590216025	0.4876331399	0.1455371248	0.2496413199
103	0.573896229	0.5951131064	0.5846455809	0.8003203132	0.9909062881	0.6597890048	0.4881318709	0.145232105	0.2540145985
104	0.57272636	0.5958284008	0.5844174703	0.8007045799	0.9909879166	0.660450567	0.4881968091	0.146305051	0.2558823529
105	0.5713324705	0.5968831598	0.5859004635	0.8018945621	0.9911258834	0.6612750477	0.4894111043	0.1467058413	0.2591213701
106	0.5700728015	0.5972357992	0.5860715371	0.8033050491	0.9911621979	0.6615527941	0.4891717471	0.1475631092	0.25950783
107	0.5683155913	0.5973452233	0.5883095542	0.8063612338	0.9909209625	0.6611084381	0.4897886382	0.1484332051	0.2600896861
108	0.5666263371	0.5992725651	0.5882992724	0.8074777177	0.9912279006	0.6621394231	0.490325373	0.1495120233	0.2676923077
109	0.5654272179	0.5989038793	0.5891772328	0.8079842214	0.9915706858	0.6624854471	0.4903879184	0.1499823491	0.2695584818
110	0.5640462763	0.5998054914	0.5905914437	0.8101287631	0.9918015737	0.6626953125	0.4911201231	0.1507471729	0.2750988142
111	0.5631446921	0.6004296667	0.5913989175	0.8114123388	0.9918352764	0.6631118054	0.4915228388	0.1514246672	0.2757527734
112	0.560757915	0.5998161984	0.5937725196	0.8133655713	0.9918489368	0.6631676953	0.4926421107	0.1525777393	0.2753164557
113	0.5595264084	0.6002568911	0.5940281847	0.813379212	0.9920231673	0.6638802386	0.4929023083	0.1529898381	0.2788461538
114	0.5582131163	0.6014292196	0.5941389808	0.8152491206	0.9920485438	0.6638851577	0.4931572873	0.1540117918	0.2795180723
115	0.556695725	0.600302611	0.5942472604	0.8128463649	0.9920822633	0.6629089351	0.4935750837	0.1538540808	0.2801932367
116	0.5551947588	0.6005468001	0.5957872569	0.8158318527	0.9922065104	0.6631109241	0.4939447131	0.1552553951	0.2838499184
117	0.5539636336	0.6010439518	0.5956865425	0.8162318183	0.9923728739	0.663246605	0.493989899	0.1554554399	0.2883181442
118	0.5522828071	0.6012016965	0.5977740529	0.8179212683	0.9924748132	0.6638186691	0.4950847393	0.1564548008	0.2919463087
119	0.5501550092	0.6018725414	0.5992867145	0.8191083373	0.9926131943	0.6640237859	0.4964907196	0.1573444851	0.2961702128
120	0.5482995064	0.602836744	0.5994067101	0.8197055247	0.9927846728	0.66438459	0.4969811321	0.1584742637	0.2997416021
121	0.5464858275	0.6043470613	0.5997602657	0.8222936477	0.9928696323	0.6648703823	0.4967739501	0.1595104969	0.3028720627
122	0.5454559642	0.6046179301	0.6010725982	0.8234250427	0.9928582563	0.6661369633	0.4973069566	0.1606924752	0.3023457863
123	0.5429989143	0.6064437211	0.6036967959	0.8286684787	0.993177779	0.6663618511	0.4985537138	0.1624235982	0.3132313231
124	0.5419919621	0.6066853732	0.6047204262	0.8294161537	0.9932932294	0.6665067466	0.4992973651	0.1637270144	0.3160762943
125	0.5402094412	0.606777279	0.6049052259	0.8301026766	0.9933441137	0.6667815455	0.4994230094	0.1645385486	0.3178082192
126	0.5385360157	0.6084291767	0.6048489646	0.8317133758	0.9934747269	0.6675451469	0.4995985145	0.1654151586	0.3237209302
127	0.5370060664	0.6083300498	0.6059862371	0.8331007934	0.9934804219	0.6678742244	0.4997554399	0.166359397	0.3240223464
128	0.5352547903	0.6094134938	0.6076446756	0.8368298299	0.9936160579	0.6685066756	0.5002256318	0.1684130103	0.328611898
129	0.5339479837	0.6108796813	0.6084177916	0.8385919979	0.9935822341	0.6690847088	0.500814761	0.1692080669	0.3276836158
130	0.532353506	0.6106675347	0.6102759637	0.8395987298	0.9937862761	0.6695024857	0.5019329171	0.1707222866	0.3362318841
131	0.5310264543	0.6107574533	0.6119339026	0.8418504155	0.9937022243	0.6697909426	0.5022828765	0.171773034	0.3352601156
132	0.52980781	0.6112956959	0.6118376906	0.8405502251	0.9938322217	0.6702982208	0.5030704003	0.1715615649	0.33984375
133	0.528378705	0.6120128702	0.6139001994	0.843817836	0.9939706266	0.6710627525	0.5034767384	0.1732213384	0.3445544554
134	0.5273784869	0.6136260527	0.6147524868	0.8450852761	0.9940611357	0.6720503941	0.5043845933	0.1740003346	0.348
135	0.5262036002	0.6140240716	0.6160257985	0.8473680562	0.9941646752	0.6716851499	0.5046855087	0.174917676	0.3486973948
136	0.5247194585	0.6139245568	0.6171437205	0.8484264787	0.9943464913	0.6718923802	0.5053529984	0.1761960983	0.3580246914
137	0.5235564147	0.6141585295	0.6180164049	0.8493686619	0.9944843286	0.6719369359	0.5060982447	0.1774430982	0.3609958506
138	0.5216905395	0.6150751997	0.6195474914	0.851572773	0.9945299833	0.6725309816	0.5070826118	0.1786363636	0.3640167364
139	0.520033718	0.6147677737	0.6198701234	0.8514858409	0.9944343936	0.6727914035	0.507535185	0.179293795	0.3621227888
140	0.5182375825	0.6150680653	0.6195666423	0.8511548043	0.9948415027	0.6733303518	0.5076287428	0.1800724429	0.3674762408
141	0.5175776586	0.6151297322	0.6212753962	0.8549836741	0.9948388253	0.6732699832	0.5073887949	0.1818810911	0.3678646934
142	0.5164543886	0.6159142737	0.620392297	0.8536085055	0.9948475692	0.6735972933	0.5077537214	0.181618624	0.3690349947
143	0.5154852678	0.6165769554	0.6216008764	0.8545995539	0.9949923252	0.6743326978	0.5087536059	0.1825567226	0.3762162162
144	0.513536924	0.6174509618	0.623072532	0.8572052077	0.9950658804	0.6747874257	0.509216103	0.1840097828	0.3790849673
145	0.5116379372	0.6185820033	0.6237740191	0.8578701014	0.9951874848	0.6756099194	0.5102487562	0.1844377042	0.3836824697
146	0.5104774175	0.6190089826	0.6249503662	0.8585788637	0.9951474838	0.6759806875	0.5112787562	0.1853675695	0.3807439825
147	0.5094291886	0.618721598	0.6251900085	0.8594008296	0.9952469583	0.6758206202	0.5111221573	0.1857763173	0.3862375139
148	0.5083573153	0.6197711505	0.625790803	0.8604711003	0.9953575298	0.6762256069	0.5117988971	0.1866352664	0.3914510686
149	0.5068035319	0.6197396597	0.6275324347	0.8619492633	0.9954681258	0.6766142523	0.5125933646	0.1881000356	0.3968072976
150	0.5058528171	0.6206721187	0.6290472296	0.8638490828	0.9954574024	0.6772704637	0.5134156624	0.1895627308	0.3986254296
151	0.505292437	0.620070699	0.6291078769	0.8634746859	0.9955478263	0.677564055	0.513491374	0.1895276718	0.4018475751
152	0.5038567425	0.6207441389	0.6307307655	0.8662024095	0.9956241454	0.6775753344	0.5140737616	0.1906865672	0.4046511628
153	0.5025298986	0.6221773981	0.6295541484	0.8652044249	0.9957149559	0.6787412909	0.5142899691	0.1912312312	0.4094117647
154	0.5015827538	0.6224345369	0.6300174305	0.8663321976	0.9957439166	0.678843272	0.5144423361	0.1921987098	0.4133016627
155	0.5003987207	0.6236442326	0.6313025109	0.868508617	0.9957913006	0.6796187031	0.5154948805	0.1935015429	0.4123222749
156	0.4990356005	0.6243097887	0.631622864	0.8701384784	0.9958370755	0.679973919	0.5154905122	0.1950803702	0.4162679426
157	0.497488601	0.6241576186	0.6329501339	0.8718588526	0.995950818	0.6799703594	0.5155413444	0.1960473344	0.4233576642
158	0.4965857269	0.6243834265	0.6322132001	0.8702978783	0.9960924978	0.6803914451	0.5157360406	0.1964636542	0.4301606922
159	0.4953225023	0.62555364	0.6326362163	0.8714859621	0.99606423	0.6807013385	0.516406018	0.1975339088	0.4290998767
160	0.4944767539	0.6256788933	0.6330624991	0.8723347202	0.9960214746	0.6809093602	0.5165026917	0.1981225296	0.4259485924
161	0.4932261541	0.6253177878	0.6345503014	0.8720015729	0.9961665725	0.681034802	0.5178458916	0.1988689329	0.4355444305
162	0.4926490918	0.6251040988	0.6350718556	0.8733010264	0.9962884461	0.681091488	0.5173857727	0.1997011952	0.4416243655
163	0.4916490322	0.6255811906	0.6354754659	0.8749519055	0.9963113559	0.6812077059	0.5173022555	0.2009623196	0.443877551
164	0.4900128079	0.6259266746	0.6366022088	0.8750568112	0.9964137491	0.6823257947	0.5183693638	0.2017841437	0.4507772021
165	0.4886806247	0.6262838785	0.6388304176	0.8768554459	0.9965700654	0.682683275	0.5192782385	0.2028711749	0.4609271523
166	0.4876576971	0.6265858255	0.6397352882	0.8788026185	0.9966182419	0.6822766731	0.5195154114	0.2041048311	0.4633821571
167	0.486894945	0.6267864124	0.6405777547	0.8797226459	0.9967065463	0.6825099699	0.5198619159	0.2043288951	0.4702702703
168	0.4862482409	0.6273120724	0.6415018933	0.8807928797	0.9967635137	0.6830888008	0.5203231974	0.2049014654	0.4747612551
169	0.4850462774	0.6275830775	0.6412615399	0.8824197906	0.9967153231	0.6828564879	0.5198565743	0.2065984362	0.4721845319
170	0.4841223686	0.628509605	0.6407121111	0.8824491038	0.9967126355	0.6837571477	0.5198613835	0.2072353729	0.472826087
171	0.4832257682	0.6280432274	0.640650594	0.8818664085	0.9968885791	0.6838257016	0.5199496942	0.2074216251	0.4833333333
172	0.4823993806	0.6281124996	0.641260626	0.8822495322	0.9967979115	0.6833736222	0.5203184016	0.2081808258	0.4786795048
173	0.48154299	0.6288412147	0.6422274754	0.8836638508	0.9968606232	0.6838055393	0.5206365604	0.2091915551	0.4840055633
174	0.4805069958	0.6297660394	0.6441098721	0.8861980641	0.9968663571	0.6845309337	0.5215103341	0.2111463525	0.4846796657
175	0.4799383604	0.6294573398	0.6440108419	0.8860378108	0.9968441361	0.6844426713	0.5213500824	0.2112904271	0.4860335196
176	0.4795264713	0.6295324556	0.6441792271	0.8849052286	0.9968640258	0.68483962	0.5218962402	0.2109907221	0.487394958
177	0.4787618927	0.6305116308	0.6446178796	0.8856885964	0.9968292664	0.6857113331	0.5223564732	0.2116209541	0.4813278008
178	0.4778115416	0.631209427	0.646471124	0.8881483614	0.9969435929	0.6863918423	0.522939954	0.2136226958	0.492917847
179	0.4769306357	0.6322907431	0.6473093115	0.8894995675	0.9970143904	0.6868767333	0.5238680498	0.2150792086	0.4964336662
180	0.4756164242	0.6326674508	0.6488289826	0.8918515894	0.997009012	0.6873295094	0.5243090529	0.2172502813	0.4978540773
181	0.4741697173	0.6332193792	0.64620332	0.8899838222	0.9969581088	0.6873507298	0.5236172641	0.2176607797	0.4957264957
182	0.4725463932	0.6333502272	0.6468548198	0.8913784927	0.9969952091	0.6876910724	0.5237674327	0.2188043333	0.4992826399
183	0.4722871955	0.6336016161	0.6464836045	0.8907682088	0.9970208406	0.6880311041	0.5240112474	0.218944828	0.5014409222
184	0.4715278621	0.6335142	0.6464929292	0.8910340676	0.9970552562	0.6879579378	0.5239053603	0.2195039989	0.5058139535
185	0.4704382402	0.6339005798	0.6462254832	0.8913914742	0.9969389296	0.6878130709	0.5236927303	0.2199192463	0.4985673352
186	0.4697022727	0.6341104359	0.6475441757	0.892739472	0.9970070374	0.6879236164	0.5242459141	0.2211564442	0.5028901734
187	0.4689276222	0.6342720067	0.6483430456	0.8948101484	0.9970896741	0.6881033201	0.5242908779	0.2227044622	0.5102639296
188	0.4682954981	0.6343878879	0.6485027613	0.8935685142	0.9970782012	0.6885559686	0.5250042878	0.222584812	0.5087719298
189	0.467259822	0.6345969726	0.6484982629	0.8946853219	0.9970444986	0.6889539589	0.5245415318	0.2235550709	0.5087719298
190	0.4663934138	0.6351357946	0.6498043375	0.8957441338	0.9971237371	0.6895456317	0.5255168355	0.2244702666	0.5125184094
191	0.4656213648	0.6363238639	0.6501322408	0.8975144298	0.9971750147	0.6901984993	0.5255255992	0.2258639605	0.5170876672
192	0.4649375278	0.6363218996	0.6511139326	0.8976695588	0.9971979652	0.690883986	0.5261840491	0.2265813201	0.5201793722
193	0.4640505193	0.6369309276	0.651719193	0.8980526222	0.9972802762	0.6911873793	0.5268462548	0.2273794723	0.5256797583
194	0.4629238515	0.6372868622	0.6521459779	0.8998015321	0.9972745375	0.6912679241	0.5268332148	0.2289440821	0.5248868778
195	0.4618555043	0.6372899464	0.652565662	0.8993604463	0.9973059224	0.6915253739	0.5271074745	0.229302908	0.5280728376
196	0.4606113156	0.6385317978	0.6541976418	0.900120748	0.9973889662	0.6927890717	0.5287395782	0.229970016	0.5386996904
197	0.4596747621	0.6388641208	0.654018272	0.9007253051	0.9973832263	0.6930742438	0.528825771	0.2317699177	0.5378670788
198	0.4583265379	0.6388198242	0.6548718445	0.9018177646	0.997326188	0.69277431	0.5292936712	0.2327713903	0.5321100917
199	0.4576273206	0.6397689039	0.655284311	0.901323162	0.9973744377	0.6935695586	0.5302042165	0.2334514529	0.5353846154
200	0.4569685969	0.6403942118	0.6559907226	0.9028048927	0.9974088777	0.6940145878	0.5303265751	0.2347170884	0.5403726708
201	0.4562760664	0.6405571019	0.6564759948	0.9027284736	0.9974200007	0.6944747698	0.5309465797	0.2348253042	0.5395348837
202	0.4553243714	0.6405160659	0.6575838108	0.9041160349	0.9974487031	0.694692275	0.5312052484	0.236227224	0.54375
203	0.4545583074	0.6402434543	0.6574348431	0.9037404698	0.9974774072	0.6945659421	0.5310734463	0.2366346567	0.5480314961
204	0.4539199583	0.6403453267	0.6572772422	0.9044737952	0.9974487031	0.6948167025	0.5307115693	0.2379889073	0.54375
205	0.4530275391	0.6405720998	0.6588970868	0.9054232642	0.9975057554	0.6948418716	0.5316353593	0.2382151853	0.5497630332
206	0.4519610016	0.640872552	0.6588275359	0.9057861314	0.9975742982	0.6953115849	0.5316412363	0.2390582118	0.5576923077
207	0.4512046751	0.6412453567	0.659566933	0.9069311799	0.9976313648	0.6956757232	0.5317507854	0.240220226	0.5640194489
208	0.4502943763	0.6418873039	0.6598860974	0.9075375651	0.9977022601	0.6962468822	0.532299868	0.2414621714	0.568627451
209	0.4499063275	0.6419132354	0.6601013273	0.9077883487	0.9977022601	0.6963161244	0.5324988081	0.2419025387	0.568627451
210	0.4490316566	0.642169996	0.660777286	0.9070958068	0.9977309788	0.6967722116	0.5332404896	0.2421360644	0.5733113674
211	0.4483119716	0.6428098663	0.6605128868	0.9065841587	0.9977735233	0.6972384497	0.5338657094	0.2431158887	0.5761589404
212	0.4471881537	0.642785094	0.6608508099	0.9074844802	0.9978816051	0.6969641564	0.533785432	0.24418347	0.5858585859
213	0.446095294	0.6435450404	0.6617910524	0.9088793029	0.9978850147	0.697657763	0.5345727809	0.2459503641	0.5908319185
